OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported,weekday,month
254,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,HOOKE RD/HOOPER CR,2,5,2023,5/2/2023,Tuesday,May
255,5/2/2023 12:00,Violent,Personal Violence,Assault,105 AV/121 AV,2,5,2023,5/2/2023,Tuesday,May
256,5/2/2023 12:00,Non-Violent,Property,Break and Enter Residential,105 AV/82 ST,2,5,2023,5/2/2023,Tuesday,May
257,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,111 ST/84 AV,2,5,2023,5/2/2023,Tuesday,May
258,5/2/2023 12:00,Non-Violent,Property,Break and Enter Residential,113 AV/57 ST,2,5,2023,5/2/2023,Tuesday,May
259,5/2/2023 12:00,Violent,Personal Violence,Assault,SOUTHGATE TC/SOUTHGATE TC,2,5,2023,5/2/2023,Tuesday,May
260,5/2/2023 12:00,Non-Violent,Property,Fraud Personal,106 ST/79 AV,2,5,2023,5/2/2023,Tuesday,May
261,5/2/2023 12:00,Non-Violent,Property,Internet Fraud,161 AV/161 AV,2,5,2023,5/2/2023,Tuesday,May
262,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,80 ST SW/80 ST SW,2,5,2023,5/2/2023,Tuesday,May
263,5/2/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,156 ST/90 AV,2,5,2023,5/2/2023,Tuesday,May
265,5/2/2023 12:00,Violent,Personal Violence,Assault,156 ST/STONY PLAIN RD,2,5,2023,5/2/2023,Tuesday,May
266,5/2/2023 12:00,Non-Violent,Property,Theft Over $5000,99 AV/99 AV,2,5,2023,5/2/2023,Tuesday,May
267,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,CAPILANO TC/CAPILANO TC,2,5,2023,5/2/2023,Tuesday,May
268,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,102A AV/140 ST,2,5,2023,5/2/2023,Tuesday,May
271,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,95 ST/110A AV,2,5,2023,5/2/2023,Tuesday,May
272,5/2/2023 12:00,Violent,Personal Violence,Assault,COLISEUM TC/COLISEUM TC,2,5,2023,5/2/2023,Tuesday,May
273,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,2,5,2023,5/2/2023,Tuesday,May
274,5/2/2023 12:00,Non-Violent,Property,Fraud General,CHIVERS LP SW/CHIVERS LP SW,2,5,2023,5/2/2023,Tuesday,May
275,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,178 ST/178 ST,2,5,2023,5/2/2023,Tuesday,May
277,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,107 AV/159 ST,1,5,2023,5/1/2023,Monday,May
278,5/1/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,118 AV/42 ST,1,5,2023,5/1/2023,Monday,May
279,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,118 AV/57 ST,1,5,2023,5/1/2023,Monday,May
280,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,178 ST/178 ST,1,5,2023,5/1/2023,Monday,May
282,5/1/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,139 AV/40 ST,1,5,2023,5/1/2023,Monday,May
283,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,122 AV/63 ST,1,5,2023,5/1/2023,Monday,May
284,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,78 ST/38A AV,1,5,2023,5/1/2023,Monday,May
285,5/1/2023 12:00,Violent,Personal Violence,Assault,JEFFERSON RD/JOHNS CL,1,5,2023,5/1/2023,Monday,May
286,5/1/2023 12:00,Disorder,General Disorder,Trespassing,WELLINGTON CR/WELLINGTON CR,1,5,2023,5/1/2023,Monday,May
287,5/1/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,130 AV/79A ST,1,5,2023,5/1/2023,Monday,May
288,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,106 AV/97 ST,1,5,2023,5/1/2023,Monday,May
290,5/1/2023 12:00,Non-Violent,Property,Possession Stolen Property,JASPER AV/109 ST,1,5,2023,5/1/2023,Monday,May
292,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,123 AV/82 ST,1,5,2023,5/1/2023,Monday,May
293,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,NORTHGATE TC/NORTHGATE TC,1,5,2023,5/1/2023,Monday,May
294,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,140 AV/69 ST,1,5,2023,5/1/2023,Monday,May
295,5/1/2023 12:00,Violent,Personal Violence,Assault,97 ST/153 AV,1,5,2023,5/1/2023,Monday,May
297,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,1,5,2023,5/1/2023,Monday,May
298,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/23 AV,3,5,2023,5/3/2023,Wednesday,May
299,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,147 AV/73 ST,3,5,2023,5/3/2023,Wednesday,May
300,5/3/2023 12:00,Non-Violent,Property,Fraud - Financial,178 ST/89 AV,3,5,2023,5/3/2023,Wednesday,May
301,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,101 ST/105A AV,3,5,2023,5/3/2023,Wednesday,May
302,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,90 AV/90 AV,3,5,2023,5/3/2023,Wednesday,May
303,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,90 AV/90 AV,3,5,2023,5/3/2023,Wednesday,May
304,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,CAPILANO TC/CAPILANO TC,3,5,2023,5/3/2023,Wednesday,May
305,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,107 AV/117 ST,3,5,2023,5/3/2023,Wednesday,May
308,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,103 AV/104 ST,3,5,2023,5/3/2023,Wednesday,May
309,5/3/2023 12:00,Disorder,Mischief/Graffiti,Graffiti,28 AV/48 ST,3,5,2023,5/3/2023,Wednesday,May
310,5/3/2023 12:00,Violent,Personal Violence,Assault,LEGER RD/LEGER RD,3,5,2023,5/3/2023,Wednesday,May
311,5/3/2023 12:00,Violent,Personal Violence,Assault,100A ST/101A AV,3,5,2023,5/3/2023,Wednesday,May
312,5/3/2023 12:00,Violent,Personal Violence,Assault,87 AV/87 AV,3,5,2023,5/3/2023,Wednesday,May
313,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,3,5,2023,5/3/2023,Wednesday,May
314,5/3/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,104 ST/78 AV,3,5,2023,5/3/2023,Wednesday,May
315,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/HERMITAGE PARK RD,2,5,2023,5/2/2023,Tuesday,May
316,5/2/2023 12:00,Non-Violent,Property,Break and Enter Residential,129 AV/28 ST,2,5,2023,5/2/2023,Tuesday,May
317,5/2/2023 12:00,Non-Violent,Property,Theft Over $5000,148 ST/97 AV,2,5,2023,5/2/2023,Tuesday,May
318,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,104 AV/152 ST,2,5,2023,5/2/2023,Tuesday,May
319,5/2/2023 12:00,Violent,Personal Violence,Assault,110A AV/153A ST,2,5,2023,5/2/2023,Tuesday,May
320,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,64 AV/177 ST,2,5,2023,5/2/2023,Tuesday,May
321,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,28 AV/36 ST,2,5,2023,5/2/2023,Tuesday,May
322,5/2/2023 12:00,Non-Violent,Property,Break and Enter Commercial,99 ST/99 ST,2,5,2023,5/2/2023,Tuesday,May
323,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,82 AV/99 ST,2,5,2023,5/2/2023,Tuesday,May
325,5/2/2023 12:00,Non-Violent,Property,Internet Fraud,112A AV/ST ALBERT TR,2,5,2023,5/2/2023,Tuesday,May
326,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,46 ST/156 AV,2,5,2023,5/2/2023,Tuesday,May
327,5/2/2023 12:00,Disorder,Disputes/Disturbances,Dispute,104 ST/82 AV,2,5,2023,5/2/2023,Tuesday,May
328,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,105 ST/78 AV,2,5,2023,5/2/2023,Tuesday,May
329,5/2/2023 12:00,Disorder,Disputes/Disturbances,Disturbance,113 ST/113 ST,2,5,2023,5/2/2023,Tuesday,May
330,5/2/2023 12:00,Non-Violent,Property,Fraud Personal,87 AV/155 ST,2,5,2023,5/2/2023,Tuesday,May
331,5/2/2023 12:00,Non-Violent,Property,Theft Over $5000,105 ST/85 AV,2,5,2023,5/2/2023,Tuesday,May
333,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,102 AV/101 ST,2,5,2023,5/2/2023,Tuesday,May
335,5/2/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,100 ST/105A AV,2,5,2023,5/2/2023,Tuesday,May
336,5/2/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,106 ST/83 AV,2,5,2023,5/2/2023,Tuesday,May
337,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,CAPILANO TC/CAPILANO TC,2,5,2023,5/2/2023,Tuesday,May
338,5/2/2023 12:00,Non-Violent,Property,Break and Enter Residential,105 ST/JASPER AV,2,5,2023,5/2/2023,Tuesday,May
340,5/2/2023 12:00,Drugs,Drug Violations,Drugs,114 ST/NOT NAMED RD,2,5,2023,5/2/2023,Tuesday,May
341,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,2,5,2023,5/2/2023,Tuesday,May
343,5/2/2023 12:00,Disorder,Disputes/Disturbances,Dispute,100 AV/114 ST,2,5,2023,5/2/2023,Tuesday,May
344,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,STONY PLAIN RD/159 ST,1,5,2023,5/1/2023,Monday,May
345,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,104 ST/108 AV,1,5,2023,5/1/2023,Monday,May
347,5/1/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,107 AV/97 ST,1,5,2023,5/1/2023,Monday,May
348,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,106 AV/114 ST,1,5,2023,5/1/2023,Monday,May
349,5/1/2023 12:00,Disorder,General Disorder,Trespassing,136 AV/57 ST,1,5,2023,5/1/2023,Monday,May
350,5/1/2023 12:00,Disorder,Disputes/Disturbances,Dispute,31 ST/30 AV,1,5,2023,5/1/2023,Monday,May
351,5/1/2023 12:00,Non-Violent,Property,Break and Enter Commercial,32 AV/32 AV,1,5,2023,5/1/2023,Monday,May
352,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,146 AV/65 ST,1,5,2023,5/1/2023,Monday,May
353,5/1/2023 12:00,Disorder,General Disorder,Suspicious Person,121 AV/67 ST,1,5,2023,5/1/2023,Monday,May
354,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,77 AV/79 AV,1,5,2023,5/1/2023,Monday,May
357,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,111 ST/88 AV,1,5,2023,5/1/2023,Monday,May
358,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,153 ST/84 AV,1,5,2023,5/1/2023,Monday,May
359,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,114 AV/TOWER RD,1,5,2023,5/1/2023,Monday,May
360,5/1/2023 12:00,Violent,Personal Violence,Assault,LEE RIDGE RD/LEE RIDGE RD,1,5,2023,5/1/2023,Monday,May
361,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,114 AV/34 ST,1,5,2023,5/1/2023,Monday,May
362,5/1/2023 12:00,Violent,Personal Violence,Assault,100 ST/102 AV,1,5,2023,5/1/2023,Monday,May
364,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,102 AV/123 ST,1,5,2023,5/1/2023,Monday,May
365,5/1/2023 12:00,Non-Violent,Property,Fraud - Financial,149 AV/25 ST,1,5,2023,5/1/2023,Monday,May
366,5/1/2023 12:00,Violent,Personal Violence,Assault,106A AV/144 ST,1,5,2023,5/1/2023,Monday,May
368,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,95 AV/170 ST,1,5,2023,5/1/2023,Monday,May
369,5/1/2023 12:00,Violent,Personal Violence,Assault,TERWILLEGAR BV/TOWNE CENTRE BV,1,5,2023,5/1/2023,Monday,May
370,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,103 ST/JASPER AV,1,5,2023,5/1/2023,Monday,May
372,5/1/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,132 AV/82 ST,1,5,2023,5/1/2023,Monday,May
374,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,137 AV/50 ST,1,5,2023,5/1/2023,Monday,May
375,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,97 ST/127 AV,1,5,2023,5/1/2023,Monday,May
376,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,105 AV/119 ST,1,5,2023,5/1/2023,Monday,May
378,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/51 AV,1,5,2023,5/1/2023,Monday,May
379,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/51 AV,1,5,2023,5/1/2023,Monday,May
380,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,82 AV/82 AV,3,5,2023,5/3/2023,Wednesday,May
381,5/3/2023 12:00,Disorder,General Disorder,Trouble with Person,106 ST/107 AV,3,5,2023,5/3/2023,Wednesday,May
383,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,123 ST/107 AV,3,5,2023,5/3/2023,Wednesday,May
384,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,102 ST/105 AV,3,5,2023,5/3/2023,Wednesday,May
385,5/3/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,105 ST/81 AV,3,5,2023,5/3/2023,Wednesday,May
386,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,3,5,2023,5/3/2023,Wednesday,May
387,5/3/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,3,5,2023,5/3/2023,Wednesday,May
389,5/3/2023 12:00,Disorder,General Disorder,Suspicious Person,12 AV SW/12 AV SW,3,5,2023,5/3/2023,Wednesday,May
390,5/3/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,WATT DR SW/WONNACOTT WY SW,3,5,2023,5/3/2023,Wednesday,May
392,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,2,5,2023,5/2/2023,Tuesday,May
393,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,102 AV/105 ST,2,5,2023,5/2/2023,Tuesday,May
394,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,166 ST/85 AV,2,5,2023,5/2/2023,Tuesday,May
397,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,100 ST/102 AV,2,5,2023,5/2/2023,Tuesday,May
398,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,144 ST/96 AV,2,5,2023,5/2/2023,Tuesday,May
399,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,MCMULLEN GR SW/MCMULLEN PL SW,2,5,2023,5/2/2023,Tuesday,May
401,5/2/2023 12:00,Disorder,General Disorder,Suspicious Person,40 ST/45 ST,2,5,2023,5/2/2023,Tuesday,May
402,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/138 AV,2,5,2023,5/2/2023,Tuesday,May
403,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,KINGSWAY /KINGSWAY ,2,5,2023,5/2/2023,Tuesday,May
404,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,138A AV/38 ST,2,5,2023,5/2/2023,Tuesday,May
405,5/2/2023 12:00,Non-Violent,Property,Internet Fraud,132 ST/132A ST,2,5,2023,5/2/2023,Tuesday,May
407,5/2/2023 12:00,Disorder,Mischief/Graffiti,Graffiti,101 ST/101 ST,2,5,2023,5/2/2023,Tuesday,May
409,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,CAPILANO TC/CAPILANO TC,2,5,2023,5/2/2023,Tuesday,May
410,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,213 ST/94 AV,2,5,2023,5/2/2023,Tuesday,May
412,5/2/2023 12:00,Non-Violent,Property,Theft Under $5000,178 ST/178 ST,2,5,2023,5/2/2023,Tuesday,May
414,5/2/2023 12:00,Disorder,General Disorder,Trouble with Person,104 AV/107 ST,2,5,2023,5/2/2023,Tuesday,May
415,5/1/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,102 AV/106 ST,1,5,2023,5/1/2023,Monday,May
416,5/1/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,106 ST/107 AV,1,5,2023,5/1/2023,Monday,May
417,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,129 AV/73 ST,1,5,2023,5/1/2023,Monday,May
418,5/1/2023 12:00,Non-Violent,Property,Fraud Personal,154 ST/111 AV,1,5,2023,5/1/2023,Monday,May
419,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,100 AV/154 ST,1,5,2023,5/1/2023,Monday,May
420,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,170 ST/95 AV,1,5,2023,5/1/2023,Monday,May
421,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,110 AV/153A ST,1,5,2023,5/1/2023,Monday,May
422,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,19 AV/52 ST,1,5,2023,5/1/2023,Monday,May
423,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,11A AV/62 ST,1,5,2023,5/1/2023,Monday,May
424,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,104 ST/83 AV,1,5,2023,5/1/2023,Monday,May
425,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,120 AV/58 ST,1,5,2023,5/1/2023,Monday,May
426,5/1/2023 12:00,Non-Violent,Property,Break and Enter Residential,104 AV/125 ST,1,5,2023,5/1/2023,Monday,May
428,5/1/2023 12:00,Violent,Personal Violence,Assault,177 ST/64 AV,1,5,2023,5/1/2023,Monday,May
429,5/1/2023 12:00,Non-Violent,Property,Fraud Personal,82 AV/83 ST,1,5,2023,5/1/2023,Monday,May
431,5/1/2023 12:00,Non-Violent,Property,Theft Over $5000,124 ST/128 AV,1,5,2023,5/1/2023,Monday,May
432,5/1/2023 12:00,Non-Violent,Property,Break and Enter Commercial,90 AV/90 AV,1,5,2023,5/1/2023,Monday,May
434,5/1/2023 12:00,Non-Violent,Property,Fraud General,136 ST/161 AV,1,5,2023,5/1/2023,Monday,May
436,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,MAPLE RD/MAPLE RD,1,5,2023,5/1/2023,Monday,May
437,5/1/2023 12:00,Disorder,General Disorder,Trouble with Person,165 ST/99A AV,1,5,2023,5/1/2023,Monday,May
438,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,102 ST/POST RD,1,5,2023,5/1/2023,Monday,May
439,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,1,5,2023,5/1/2023,Monday,May
440,5/1/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,131 AV/FORT RD,1,5,2023,5/1/2023,Monday,May
441,5/1/2023 12:00,Non-Violent,Property,Theft Under $5000,110 ST/51 AV,1,5,2023,5/1/2023,Monday,May
442,4/30/2023 12:00,Non-Violent,Property,Break and Enter Residential,104 ST/108 AV,30,4,2023,4/30/2023,Sunday,Apr
443,4/30/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,107 ST/134 AV,30,4,2023,4/30/2023,Sunday,Apr
444,4/30/2023 12:00,Disorder,Disputes/Disturbances,Dispute,24 ST/39 AV,30,4,2023,4/30/2023,Sunday,Apr
445,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,122 AV/83 ST,30,4,2023,4/30/2023,Sunday,Apr
446,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,109 ST/83 AV,30,4,2023,4/30/2023,Sunday,Apr
447,4/30/2023 12:00,Violent,Personal Violence,Robbery Commercial,104 ST/107 AV,30,4,2023,4/30/2023,Sunday,Apr
448,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,108 ST/16 AV,30,4,2023,4/30/2023,Sunday,Apr
449,4/30/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,118 AV/66 ST,30,4,2023,4/30/2023,Sunday,Apr
451,4/30/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,114 AV/97 ST,30,4,2023,4/30/2023,Sunday,Apr
452,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,132 AV/FORT RD,30,4,2023,4/30/2023,Sunday,Apr
453,4/30/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,142 ST/STONY PLAIN RD,30,4,2023,4/30/2023,Sunday,Apr
454,4/30/2023 12:00,Non-Violent,Property,Fraud - Financial,WANYANDI RD/WANYANDI RD,30,4,2023,4/30/2023,Sunday,Apr
455,4/30/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Abandoned Vehicle,101 ST/118 AV,30,4,2023,4/30/2023,Sunday,Apr
456,4/30/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,38 ST/132 AV,30,4,2023,4/30/2023,Sunday,Apr
457,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,169 ST/88 AV,30,4,2023,4/30/2023,Sunday,Apr
458,4/30/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,44 AV/44 AV,30,4,2023,4/30/2023,Sunday,Apr
459,4/30/2023 12:00,Disorder,General Disorder,Trespassing,114B ST/53 AV,30,4,2023,4/30/2023,Sunday,Apr
460,4/30/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,108 ST/108 ST,30,4,2023,4/30/2023,Sunday,Apr
461,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,178 ST/89 AV,30,4,2023,4/30/2023,Sunday,Apr
462,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,178 ST/89 AV,30,4,2023,4/30/2023,Sunday,Apr
463,4/30/2023 12:00,Disorder,General Disorder,Trouble with Person,17 ST/34 AV,30,4,2023,4/30/2023,Sunday,Apr
466,4/30/2023 12:00,Violent,Personal Violence,Assault,139 AV/40 ST,30,4,2023,4/30/2023,Sunday,Apr
467,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,119 AV/81 ST,30,4,2023,4/30/2023,Sunday,Apr
468,4/30/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,114 ST/NOT NAMED RD,30,4,2023,4/30/2023,Sunday,Apr
469,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,169 ST/88 AV,30,4,2023,4/30/2023,Sunday,Apr
470,4/30/2023 12:00,Non-Violent,Property,Break and Enter Commercial,JASPER AV/122 ST,30,4,2023,4/30/2023,Sunday,Apr
471,4/30/2023 12:00,Non-Violent,Property,Theft Under $5000,105 ST/105 ST,30,4,2023,4/30/2023,Sunday,Apr
472,4/30/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,106 ST/83 AV,30,4,2023,4/30/2023,Sunday,Apr
473,4/29/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,40 AV/40 AV,29,4,2023,4/29/2023,Saturday,Apr
474,4/29/2023 12:00,Non-Violent,Property,Possession Stolen Property,129 AV/50 ST,29,4,2023,4/29/2023,Saturday,Apr
475,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,131 AV/83 ST,29,4,2023,4/29/2023,Saturday,Apr
476,4/29/2023 12:00,Violent,Personal Violence,Robbery Personal,85 ST/124 AV,29,4,2023,4/29/2023,Saturday,Apr
477,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,105 ST/JASPER AV,29,4,2023,4/29/2023,Saturday,Apr
478,4/29/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,29 AV/LAKEWOOD RD,29,4,2023,4/29/2023,Saturday,Apr
479,4/29/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,141 AV/87 ST,29,4,2023,4/29/2023,Saturday,Apr
480,4/29/2023 12:00,Violent,Personal Violence,Assault,119 AV/WAYNE GRETZKY DR,29,4,2023,4/29/2023,Saturday,Apr
481,4/29/2023 12:00,Non-Violent,Property,Internet Fraud,TOMPKINS PL/TOMPKINS WN,29,4,2023,4/29/2023,Saturday,Apr
482,4/29/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,148 ST/96 AV,29,4,2023,4/29/2023,Saturday,Apr
483,4/29/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,ROPER RD/75 ST,29,4,2023,4/29/2023,Saturday,Apr
484,4/29/2023 12:00,Non-Violent,Property,Break and Enter Residential,134 AV/63 ST,29,4,2023,4/29/2023,Saturday,Apr
485,4/29/2023 12:00,Violent,Personal Violence,Assault,KINGSWAY /KINGSWAY ,29,4,2023,4/29/2023,Saturday,Apr
486,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,19 AV/19 AV,29,4,2023,4/29/2023,Saturday,Apr
488,4/29/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,108 ST/JASPER AV,29,4,2023,4/29/2023,Saturday,Apr
489,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,104 ST/82 AV,29,4,2023,4/29/2023,Saturday,Apr
490,4/29/2023 12:00,Disorder,General Disorder,Suspicious Vehicle,104 AV/156 ST,29,4,2023,4/29/2023,Saturday,Apr
491,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,115 AV/117 ST,29,4,2023,4/29/2023,Saturday,Apr
492,4/29/2023 12:00,Disorder,General Disorder,Trouble with Person,115 AV/117 ST,29,4,2023,4/29/2023,Saturday,Apr
493,4/29/2023 12:00,Non-Violent,Property,Possession Stolen Property,128 AV/53 ST,29,4,2023,4/29/2023,Saturday,Apr
494,4/29/2023 12:00,Violent,Personal Violence,Assault,100 ST/106 AV,29,4,2023,4/29/2023,Saturday,Apr
495,4/29/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,29,4,2023,4/29/2023,Saturday,Apr
498,4/28/2023 12:00,Disorder,General Disorder,Suspicious Vehicle,116 ST/OLIVER SQUARE RD,28,4,2023,4/28/2023,Friday,Apr
499,4/28/2023 12:00,Non-Violent,Property,Fraud - Financial,102 ST/104 AV,28,4,2023,4/28/2023,Friday,Apr
500,4/28/2023 12:00,Violent,Personal Violence,Robbery Personal,100 ST/106 AV,28,4,2023,4/28/2023,Friday,Apr
501,4/28/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,118 AV/97 ST,28,4,2023,4/28/2023,Friday,Apr
502,4/28/2023 12:00,Drugs,Drug Violations,Drugs,149 AV/53 ST,28,4,2023,4/28/2023,Friday,Apr
503,4/28/2023 12:00,Disorder,General Disorder,Trouble with Person,87 AV/87 AV,28,4,2023,4/28/2023,Friday,Apr
